,id,img,label,text,pred_cf_value
307,49805,./data/img/49805.png,0,imagine being so disgusting there have to be laws to try to stop normal people from hating you,0.9705379605293274
308,24098,./data/img/24098.png,1,thanksgiving in china,0.00017708200903143734
309,67435,./data/img/67435.png,1,when you ask a jewish girl for her number and she starts rolling her sleeve,0.00068854441633448
310,60893,./data/img/60893.png,0,"busy, like a hive of bees, controlling what your family sees and edits all the news your hear so you'll know what to think and fear till all the truth there is, is gone. that is unless you stand, en masse. """,0.0031669046729803085
311,93148,./data/img/93148.png,0,the proper way to pop a blackhead,0.9535616636276245
312,7351,./data/img/07351.png,0,"""plays uno steals all the green cards""",5.733065336244181e-05
313,16850,./data/img/16850.png,0,okay okay okay here's my serious face do i look fuhrerious yet?,0.0035906245466321707
314,96312,./data/img/96312.png,0,when you support your little one every step of the way,0.0005838650395162404
315,86195,./data/img/86195.png,0,dolled up and rolling with the gang like,0.011669745668768883
316,84162,./data/img/84162.png,0,i could have killed all of them. but i let some of them survive so you know why i killed them,0.044100452214479446
317,12067,./data/img/12067.png,0,pre-heat to 350 degrees,0.00024140467576216906
318,5938,./data/img/05938.png,1,in the muslim world all gay men are well hung,0.27790510654449463
319,43092,./data/img/43092.png,0,pretty much sums up islam,0.000441970449173823
320,30148,./data/img/30148.png,1,you mean i don't have to pick it?!?,0.00018586280930321664
321,12045,./data/img/12045.png,0,learn to hunt. it's a valuable skill,7.635508518433198e-05
322,92068,./data/img/92068.png,0,still better than mexican,0.000100731871498283
323,73021,./data/img/73021.png,0,when mom asks where all the jews went,0.06304993480443954
324,56241,./data/img/56241.png,1,94% of them test positive for rh blood type which means they have monkey blood as a result they are born with a tail and other animal traits,0.0006369173643179238
325,28905,./data/img/28905.png,1,"hey, i just met you and this is crazy but here's your number.. so camping, maybe?",0.000715716858394444
326,13750,./data/img/13750.png,0,wouldn't be the last time those people used the oven this way,0.00043841550359502435
327,6582,./data/img/06582.png,1,they are terrorists anyone who doesn't agree is an idiot,0.9979854822158813
328,75142,./data/img/75142.png,0,"you should treat that the way you treat your vacuum cleaner, when it stops sucking change the bag",0.8388793468475342
329,56149,./data/img/56149.png,0,the original scarecrow,0.0013862374471500516
330,41796,./data/img/41796.png,0,nein danke i'm very happy with my gas supplier,0.00010297881090082228
331,31570,./data/img/31570.png,1,"busy, like a hive of bees, controlling what your family sees and edits all the news your hear so you'll know what to think and fear till all the truth there is, is gone that is unless you stand, en masse. """,0.003913055639714003
332,1726,./data/img/01726.png,1,a real man loads the dishwasher every night,0.002010228345170617
333,23785,./data/img/23785.png,0,hansel and gretel was a scary childrens story,0.0007945596007630229
334,56473,./data/img/56473.png,0,knows about you. your family your children everything,0.0021965098567306995
335,62970,./data/img/62970.png,0,if you want to know how they were treated illustration of man with four slaves chained together,7.73502979427576e-05
336,41035,./data/img/41035.png,0,my new muslim girlfriend not much to look at,0.14867794513702393
337,10285,./data/img/10285.png,1,you are what you eat meanwhile in africa,0.031586166471242905
338,95604,./data/img/95604.png,1,"they want to be accepted for who they are, yet theren't able to accept themselves for who they are",4.4452972360886633e-05
339,68401,./data/img/68401.png,0,when you date an asian boy and you trynna get his family to accept you,0.02082735300064087
340,50984,./data/img/50984.png,0,a cat in a pot,0.0012564336648210883
341,17908,./data/img/17908.png,0,making a quick 3pm snack,7.256513345055282e-05
342,42631,./data/img/42631.png,1,i believe they are like racism just shouldn't exist,0.030911734327673912
343,61349,./data/img/61349.png,1,the proper way to pop a blackhead,0.9535616636276245
344,65093,./data/img/65093.png,0,cookie kunty seen in paris,0.0005759210325777531
345,86357,./data/img/86357.png,0,apparently not erdogan,0.0002749297418631613
346,74965,./data/img/74965.png,0,some people some other people,0.002481634495779872
347,75918,./data/img/75918.png,0,a picture of my great great great grand grandfather's tractors they don't make them like they used to,7.62404888519086e-05
348,14975,./data/img/14975.png,0,hitting is a crime. it's about time people understood that,4.527097917161882e-05
349,92317,./data/img/92317.png,0,"you either die a hero, or live long enough to become the villain",0.8845508694648743
350,19536,./data/img/19536.png,1,when your jewish friend smells a stash of coins in public,0.0025172431487590075
351,90236,./data/img/90236.png,0,voila! fresh batch of baked goods !,8.917993545765057e-05
352,30642,./data/img/30642.png,0,rabbi sitting in synagogue chillin and doing his thing,0.0031853378750383854
353,59206,./data/img/59206.png,0,traveling through chimney,0.000155192959937267
354,19075,./data/img/19075.png,0,when you smell cake,0.01799318566918373
355,79042,./data/img/79042.png,0,the door to the crematorium and gas chambers are closed,0.00025430883397348225
356,98720,./data/img/98720.png,0,when your wife just died giving birth to your daughter and you're alone in the room with your naked just born daughter,0.9484485387802124
357,2634,./data/img/02634.png,1,and just like that... this sandwich maker doubles as an ironing board,0.00015652095316909254
358,84107,./data/img/84107.png,0,i ordered a dishwasher and they sent me a sandwich maker,0.0012733156327158213
359,7198,./data/img/07198.png,1,islam is a religion of peace stop criticizing my religion,0.0061651840806007385
360,45702,./data/img/45702.png,1,"if she's still making noises, you didn't hit her hard enough",0.0002578207349870354
361,46085,./data/img/46085.png,0,city workers repair statue cover it up with black sheet,0.0077423155307769775
362,8451,./data/img/08451.png,0,when you ask a jewish girl for her number and she starts rolling her sleeve,0.00068854441633448
363,73482,./data/img/73482.png,0,it's time we took guns away and put them out of the reach of our children,0.0068388432264328
364,28017,./data/img/28017.png,1,say it! say it ! islam is the religion of peace,0.0014716885052621365
365,2364,./data/img/02364.png,0,"a jewish shop owner, wears a kippah or yarmulke whilst in his shop in tehran",0.0007398591260425746
366,42538,./data/img/42538.png,0,and at that moment everything else in the world just melted away,0.00010623782873153687
367,47183,./data/img/47183.png,0,taking the liberals to a whole new level,0.0545063354074955
368,72904,./data/img/72904.png,1,terrorist trojan horse enemy of the state,0.1017172560095787
369,90243,./data/img/90243.png,1,"best gamer ever 6 million kills, 1 death",0.001226028660312295
370,41382,./data/img/41382.png,0,"they want to be accepted for who they are, yet theren't able to accept themselves for who they are",4.4452972360886633e-05
371,78156,./data/img/78156.png,0,you mean i don't have to pick it?!?,0.00018586280930321664
372,74250,./data/img/74250.png,0,white kids kids dreaming about their first day of school,0.002211177023127675
373,97132,./data/img/97132.png,0,in the muslim world all gay men are well hung,0.27790510654449463
374,35840,./data/img/35840.png,1,i ordered a dishwasher and they sent me a sandwich maker,0.0012733156327158213
375,78134,./data/img/78134.png,0,in other countries in pakistan,5.5264332331717014e-05
376,93620,./data/img/93620.png,1,in other countries in pakistan,5.5264332331717014e-05
377,57369,./data/img/57369.png,0,lose 15 lbs with this 1 simple trick photoshop,0.0016809689113870263
378,10362,./data/img/10362.png,1,german british danish austrian diversity. apparently we don't have it and these guys do: iraqi pakistani syrian egyptian,0.0029696286655962467
379,36058,./data/img/36058.png,0,love is love,8.7720800365787e-05
380,9467,./data/img/09467.png,1,when mom asks where all the jews went,0.06304993480443954
381,60183,./data/img/60183.png,1,nein danke i'm very happy with my gas supplier,0.00010297881090082228
382,47263,./data/img/47263.png,1,pre-heat to 350 degrees,0.00024140467576216906
383,18726,./data/img/18726.png,0,when your bed is short and your feed stick out,0.004831122234463692
384,50379,./data/img/50379.png,0,do you know how to turn your dishwasher into a snowblower? throw em a shovel,0.18921028077602386
385,6352,./data/img/06352.png,0,"and then i asked mom, can we go play?",0.000580228865146637
386,58093,./data/img/58093.png,0,i treat them like java treats its generic parameters at run time as objects,7.760171865811571e-05
387,19508,./data/img/19508.png,1,the definition of utter disgust in plain black and white,0.051322758197784424
388,2783,./data/img/02783.png,1,a picture of my great great great grand grandfather's tractors they don't make them like they used to,7.62404888519086e-05
389,41728,./data/img/41728.png,0,i believe they are like racism. just shouldn't exist,0.037755757570266724
390,51306,./data/img/51306.png,0,eat some cookies you're not yourself when you're hungry,7.309086504392326e-05
391,50241,./data/img/50241.png,1,"bitches be like no weave, no makeup, no lashes, no eyebrows",0.9984537363052368
392,49650,./data/img/49650.png,1,"and then i asked mom, what's for dinner?",0.00020746822701767087
393,17045,./data/img/17045.png,0,celebrating the presidential election,8.799031638773158e-05
394,89536,./data/img/89536.png,0,so many lives lost because of this man,0.006104093976318836
395,26187,./data/img/26187.png,1,i love my slow cooker,0.000572786433622241
396,74906,./data/img/74906.png,1,are you a boy or a girl i'm non binary,0.0014666937058791518
397,28190,./data/img/28190.png,1,when finishing a race is your passion,9.938133007381111e-05
398,89642,./data/img/89642.png,1,i treat them like java treats its generic parameters at run time as objects,7.760171865811571e-05
399,59170,./data/img/59170.png,0,and just like that... this sandwich maker doubles as an ironing board,0.00015652095316909254
400,30927,./data/img/30927.png,0,doesnt let anything stop her have a great day,8.063016139203683e-05
401,32049,./data/img/32049.png,0,"german british danish austrian diversity. apparently we don't have it and these guys do: iraqi, pakistani, syrian, egyptian",0.0014613568782806396
402,95173,./data/img/95173.png,0,take the third reich and then the first left?,0.00199564965441823
403,50198,./data/img/50198.png,0,you don't need cocaine to be happy,0.041629597544670105
404,37658,./data/img/37658.png,1,when your dishwasher is broken so you take it back to walmart to get a new one,0.004109974019229412
405,95613,./data/img/95613.png,1,what a weird way to spell fat and single,0.9322571158409119
406,43805,./data/img/43805.png,1,the original scarecrow,0.0013862374471500516
407,18306,./data/img/18306.png,1,white kids kids dreaming about their first day of school,0.002211177023127675
408,46518,./data/img/46518.png,1,"it's the goat humper, looks like a bunch of pigs just walked over your grave",0.2876165509223938
409,18547,./data/img/18547.png,1,1st day of 4th grade sandy hook elementary school,0.00032899394864216447
410,2518,./data/img/02518.png,0,when the dog bites you and you bite back to assert dominance,0.10734722763299942
411,4621,./data/img/04621.png,0,you are what you eat meanwhile in africa,0.031586166471242905
412,98543,./data/img/98543.png,1,upper downer,0.008786107413470745
413,85621,./data/img/85621.png,0,"no, that's not his daughter... that's his wife! yet the world is silent..",0.00067083106841892
414,18367,./data/img/18367.png,0,i love my slow cooker,0.000572786433622241
415,84036,./data/img/84036.png,0,militant dressed as martyr,0.0003197887272108346
416,86417,./data/img/86417.png,1,i could have killed all of them. but i let some of them survive so you know why i killed them,0.044100452214479446
417,92567,./data/img/92567.png,0,pray for peace pray for wellbeing,0.00011936671216972172
418,63921,./data/img/63921.png,0,taking a photo with family,0.00019642709230538458
419,72864,./data/img/72864.png,1,traveling through chimney,0.000155192959937267
420,30586,./data/img/30586.png,0,just can't get rid of the stain. this is why i hate beets,0.036496181041002274
421,83264,./data/img/83264.png,1,randomly deciding to bake something,0.000509044446516782
422,93041,./data/img/93041.png,0,"""who's gonna make the sandwiches? what do we do with all these sandwiches?""",6.468811625381932e-05
423,97305,./data/img/97305.png,1,when your wife just died giving birth to your daughter and you're alone in the room with your naked just born daughter,0.9484485387802124
424,3568,./data/img/03568.png,0,time to play rich vs the constitution,8.211430395022035e-05
425,7653,./data/img/07653.png,1,"in the last days there will be god hating scoffers, ridiculers, deniers and mockers following after their own lusts",0.1260124295949936
426,26397,./data/img/26397.png,0,there are still parts of the world where people celebrate capital punishment,0.00017224359908141196
427,3217,./data/img/03217.png,0,"they are like sperm you get millions, but only one works",0.9950300455093384
428,40618,./data/img/40618.png,0,when your company valuation hits 1 billion,9.645616228226572e-05
429,67208,./data/img/67208.png,0,does nike also sell stones in case they take it off?,6.567122909473255e-05
430,3798,./data/img/03798.png,0,"hey, i just met you and this is crazy but here's your number... so camping, maybe?",0.0010552604217082262
431,12468,./data/img/12468.png,0,say it! say it ! islam is the religion of peace,0.0014716885052621365
432,16842,./data/img/16842.png,0,every kitchen needs a sandwich maker just like this one,0.00013909785775467753
433,68043,./data/img/68043.png,1,plays uno steals all the green cards,9.086224599741399e-05
434,51807,./data/img/51807.png,0,are you a boy or a girl i'm non binary,0.0014666937058791518
435,78914,./data/img/78914.png,0,terrorist trojan horse enemy of the state,0.1017172560095787
436,47950,./data/img/47950.png,0,"democrats ilhan omar alexandria ocasio-cortez ayanna pressley rashida tlais we're new, bold, and we hate you! we hate whites, jews, christians, conservatives, republicans,",0.8647444248199463
437,95487,./data/img/95487.png,0,watching vegetables grow,0.00140105071477592
438,49260,./data/img/49260.png,0,it's the goat humper looks like a bunch of pigs just walked over your grave,0.34036171436309814
439,20861,./data/img/20861.png,1,pretty much sums up islam,0.000441970449173823
440,38914,./data/img/38914.png,0,cotton candy is what makes the theme park wonderful,4.894527228316292e-05
441,47016,./data/img/47016.png,1,"last summer camp was so ""lit""",3.736330472747795e-05
442,14389,./data/img/14389.png,1,"democrats we're new, bold, and we hate you! alexandria ocasio-cortez rashida tlais ilhan omar ayanna pressley we hate whites, jews, christians, conservatives, republicans",0.8177973628044128
443,35487,./data/img/35487.png,0,randomly deciding to bake something,0.000509044446516782
444,84150,./data/img/84150.png,0,when your jewish friend smells a stash of coins in public,0.0025172431487590075
445,13809,./data/img/13809.png,1,doing o's with the smoke,0.014434413984417915
446,50261,./data/img/50261.png,1,haters will say it's photoshop,0.7960468530654907
447,75286,./data/img/75286.png,1,look at this sandwich maker club i found on wish on clearance,4.3925803765887395e-05
448,64312,./data/img/64312.png,1,"no, that's not his daughter.. that's his wife! yet the world is silent..",0.0005714753060601652
449,67103,./data/img/67103.png,1,still better than mexican,0.000100731871498283
450,18059,./data/img/18059.png,1,"they are like sperm you get millions, but only one works",0.9950300455093384
451,90643,./data/img/90643.png,0,she represents the new wave of democrats,0.001403908128850162
452,16749,./data/img/16749.png,0,broken dishwasher,0.2841721475124359
453,37814,./data/img/37814.png,0,this is el paso shooter's father every. single. time,0.0007427374948747456
454,92046,./data/img/92046.png,0,they are terrorists anyone who doesn't agree is an idiot,0.9979854822158813
455,90843,./data/img/90843.png,0,"time to put the ""panic"" back in hispanic",0.00033218690077774227
456,85237,./data/img/85237.png,0,these are all the weapons that were seized from isis,0.00025646790163591504
457,98235,./data/img/98235.png,0,fashion forward !,0.00011013797484338284
458,90267,./data/img/90267.png,0,i've been driving this baby for years the mileage isn't great but still gets the job done,0.0006574246217496693
459,48296,./data/img/48296.png,1,when you date an asian boy and you trynna get his family to accept you,0.02082735300064087
460,29174,./data/img/29174.png,0,the crimes against humanity should not be swiftly forgotten,0.0005338897462934256
461,65801,./data/img/65801.png,0,first friday prayers of the islamic holy day,0.00010943791130557656
462,91763,./data/img/91763.png,1,imagine being so disgusting there have to be laws to try to stop normal people from hating you,0.9705379605293274
463,94387,./data/img/94387.png,0,i'm a fan of the color black on you although the rose gold looks pretty good as well,7.452175486832857e-05
464,80947,./data/img/80947.png,1,my new muslim girlfriend not much to look at,0.14867794513702393
465,78251,./data/img/78251.png,1,watching vegetables grow,0.00140105071477592
466,94738,./data/img/94738.png,0,shopping is boring. why not have some fun at the walmart parking lot?,0.00018595339497551322
467,57823,./data/img/57823.png,0,"bitches be like no weave, no makeup, no lashes, no eyebrows & no filter. all natural",0.9987664222717285
468,32415,./data/img/32415.png,0,when finishing a race is your passion,9.938133007381111e-05
469,5316,./data/img/05316.png,0,doing o's with the smoke,0.014434413984417915
470,61085,./data/img/61085.png,0,upper downer,0.008786107413470745
471,27498,./data/img/27498.png,1,who's gonna make the sandwiches? what do we do with all these sandwiches?,0.00011583657760638744
472,37160,./data/img/37160.png,0,"best gamer ever 6 million kills, 1 death""",0.00045316090108826756
473,18742,./data/img/18742.png,0,i'm proud of it! come at me!,8.300938497995958e-05
474,19243,./data/img/19243.png,0,"surprise!! wait, where is everyone?",4.5546908950200304e-05
475,54108,./data/img/54108.png,1,does nike also sell stones in case they take it off?,6.567122909473255e-05
476,93528,./data/img/93528.png,1,portable dishwasher slash sandwich maker,0.0006765207508578897
477,78659,./data/img/78659.png,0,what a weird way to spell fat and single,0.9322571158409119
478,67082,./data/img/67082.png,0,"""1st day of 4th grade sandy hook elementary school""",7.842673949198797e-05
479,64125,./data/img/64125.png,0,ooof. that's gotta hurt,0.012975435703992844
480,41296,./data/img/41296.png,0,94% of them test positive for rh blood type which means they have monkey blood as a result they are born with a tail and other animal traits,0.0006369173643179238
481,53491,./data/img/53491.png,0,and in 3 days he came back to life bringing salvation,4.511974475462921e-05
482,37692,./data/img/37692.png,0,"""islam is a religion of peace stop criticizing my religion""",0.0008653372060507536
483,36201,./data/img/36201.png,0,look at me bling up my prosthetic,0.004590977448970079
484,29054,./data/img/29054.png,1,broken dishwasher,0.2841721475124359
485,6273,./data/img/06273.png,1,the jihad squad,0.004855804145336151
486,25061,./data/img/25061.png,1,this is el paso shooter's father. every. single. time,0.0009881448931992054
487,20437,./data/img/20437.png,0,thanksgiving in china,0.00017708200903143734
488,5439,./data/img/05439.png,0,portable dishwasher slash sandwich maker,0.0006765207508578897
489,34528,./data/img/34528.png,1,every kitchen needs a sandwich maker just like this one,0.00013909785775467753
490,93541,./data/img/93541.png,0,the jihad squad,0.004855804145336151
491,16704,./data/img/16704.png,0,"last summer camp was so ""lit""",3.736330472747795e-05
492,48792,./data/img/48792.png,0,leaving a trail of death and destruction,0.020482370629906654
493,7528,./data/img/07528.png,1,the latest and greatest. a truck that comes with a dishwasher!,9.818925173021853e-05
494,1268,./data/img/01268.png,0,father and daughter bonding time is the best like and share if you agree,6.0667309298878536e-05
495,83675,./data/img/83675.png,0,i'm gonna be like phelps one day,0.004940837621688843
496,37198,./data/img/37198.png,0,when you're so relaxed you can feel yourself go to the next level,9.027427586261183e-05
497,48670,./data/img/48670.png,0,look at this sandwich maker club i found on wish on clearance,4.3925803765887395e-05
498,9863,./data/img/09863.png,0,diverse group of women,0.000667035928927362
499,97320,./data/img/97320.png,0,"""when your dishwasher is broken so you take it back to walmart to get a new one""",0.0005228018271736801
